@RELATION svmforemotions
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE class {Happy,Boredom,Disgust,Fear,Neutral,Sad,Anger}

@DATA
0.008754,2.740829,-29.800599,1.739530,-0.029565,0.156093,-0.239908,0.009248,0.035817,-0.153364,-0.182253,-0.243348,-0.215659,-0.210799,-0.086201,0.009569,0.446239,3.826912,0.873113,0.812891,0.495049,0.423672,0.305449,0.284019,0.276279,0.317351,0.330987,0.313890,0.319736,0.337355,Disgust
0.016915,2.846658,-28.653547,2.020973,0.433226,-0.259773,-0.300682,0.105372,-0.057303,-0.078877,-0.169811,-0.179558,-0.130898,-0.232423,-0.156567,0.022481,0.501914,4.987156,1.075248,0.706398,0.521851,0.437141,0.324883,0.303050,0.275815,0.317091,0.346178,0.305524,0.376730,0.392641,Disgust
0.012422,2.746929,-27.077055,1.952911,0.911303,0.012391,-0.616756,0.242878,0.105005,-0.162067,0.159753,0.003617,0.087393,-0.038928,-0.019999,0.013766,0.513893,3.396063,1.057442,0.676808,0.373038,0.459066,0.282952,0.366438,0.204152,0.233417,0.226827,0.263808,0.148784,0.217535,Disgust
0.027371,2.734102,-27.079024,2.289496,0.255628,0.167153,-0.247708,0.157795,0.094598,0.032358,0.036290,0.174839,-0.015581,-0.012318,0.027809,0.027313,0.500648,3.959648,1.063288,1.089038,0.515165,0.528937,0.326030,0.407212,0.290229,0.278972,0.255067,0.237304,0.246559,0.252125,Disgust
0.010534,2.846981,-30.843595,2.025356,0.711280,0.252541,-0.111820,-0.064473,0.084512,0.155691,0.109710,0.023628,0.021041,0.072039,-0.065702,0.017186,0.364493,3.038861,1.048454,0.494357,0.316298,0.327640,0.200011,0.260522,0.182319,0.205560,0.177862,0.193422,0.147370,0.208109,Disgust
0.007261,2.757100,-29.905778,2.563900,0.557952,0.175686,0.107054,-0.184981,0.055057,0.068304,0.056130,0.002041,-0.004788,0.075789,-0.067577,0.010984,0.332656,3.762030,0.775745,0.868704,0.512763,0.393570,0.387279,0.337231,0.242501,0.246567,0.196003,0.171327,0.160023,0.203680,Disgust
0.010712,2.737282,-29.053195,1.916931,0.116763,-0.016683,-0.000586,-0.195523,0.142009,-0.031990,-0.124966,0.058881,0.024104,0.032113,-0.106285,0.016134,0.445624,3.992669,1.037400,0.920455,0.588243,0.471987,0.399259,0.387550,0.287813,0.311732,0.217206,0.263762,0.271143,0.263649,Disgust
0.016851,2.734832,-27.034253,1.855223,0.257135,-0.092768,-0.549186,0.147523,0.162467,-0.175485,0.024126,0.028099,-0.144518,-0.093315,-0.279178,0.019038,0.554227,3.918885,1.179690,0.739217,0.654356,0.394800,0.397410,0.341032,0.362574,0.268988,0.243138,0.269165,0.249263,0.264500,Disgust
0.021944,2.783088,-27.321973,1.585515,0.316357,-0.235594,-0.431203,0.222190,0.004814,-0.130290,-0.055434,-0.055806,-0.154236,-0.185118,-0.117075,0.025195,0.407520,3.278043,1.258971,0.542556,0.522911,0.541235,0.414583,0.325682,0.373120,0.326675,0.303726,0.296368,0.311665,0.291653,Disgust
0.009763,2.844690,-28.833576,2.124268,0.526772,-0.013443,-0.398919,0.018180,0.043488,-0.128705,-0.051555,-0.031862,-0.070098,-0.242051,-0.245482,0.008591,0.256381,3.036951,1.133951,0.580540,0.478831,0.293086,0.260462,0.279405,0.223939,0.239904,0.227600,0.209911,0.228927,0.252296,Disgust
0.017086,2.854608,-26.668300,1.763381,0.439993,-0.339086,-0.563557,0.211028,0.090550,-0.145744,-0.087084,-0.121524,-0.217153,-0.133840,-0.224433,0.016734,0.389581,3.104725,1.206064,0.725286,0.490280,0.435660,0.330722,0.302170,0.326949,0.360249,0.362755,0.298538,0.313780,0.295395,Disgust
0.033694,2.758890,-27.740053,1.961199,0.550369,0.043037,-0.207639,-0.028668,0.065339,0.030967,-0.115162,-0.042999,-0.113034,-0.098082,-0.266165,0.029594,0.362800,2.564726,0.957322,0.453705,0.306088,0.301790,0.178821,0.287675,0.208886,0.243540,0.234282,0.246966,0.232615,0.286883,Disgust
0.015208,2.891474,-28.102470,2.285818,0.264782,0.257796,-0.395470,0.053079,0.215788,-0.097939,0.065645,0.096660,-0.100356,-0.041208,-0.324183,0.013507,0.407012,3.334991,1.160774,0.694384,0.471048,0.489126,0.356510,0.334862,0.317603,0.223732,0.217664,0.247745,0.221187,0.251240,Disgust
0.036501,2.770256,-25.243380,2.547908,0.578927,-0.291919,-0.492956,0.106554,-0.015340,0.001170,0.012644,0.135479,-0.186909,-0.075834,-0.382581,0.029795,0.659041,2.730861,0.905427,0.596384,0.530898,0.310666,0.350694,0.322524,0.300555,0.299153,0.223580,0.233974,0.241517,0.274212,Disgust
0.016058,2.909783,-26.296916,2.232400,0.274596,-0.437587,-0.637915,0.088228,-0.076527,-0.091488,-0.192423,-0.074929,-0.132751,-0.167342,-0.282182,0.017209,0.456272,3.027106,0.961179,0.627083,0.483100,0.501508,0.356047,0.295373,0.388666,0.375918,0.382451,0.347064,0.407258,0.379802,Disgust
0.012595,2.918790,-29.258529,1.368136,-0.144709,0.259335,-0.407586,0.284557,0.422930,-0.198584,0.063916,-0.095370,-0.152102,-0.106676,-0.158703,0.016785,0.345221,3.389540,0.956737,0.549717,0.477069,0.377893,0.301273,0.316379,0.217395,0.283214,0.231667,0.285833,0.218089,0.193859,Disgust
0.007988,2.872726,-28.755452,1.948898,0.263877,-0.092974,-0.443806,-0.020777,0.266181,-0.001219,-0.072593,0.023612,-0.171926,-0.156356,-0.212213,0.011810,0.429482,4.449109,0.906587,0.810123,0.682191,0.561789,0.323781,0.330162,0.313352,0.273336,0.297102,0.279573,0.293640,0.294307,Disgust
0.006257,2.735594,-29.277924,1.573719,0.213308,0.011616,-0.349094,-0.002181,0.130706,-0.212445,-0.147623,-0.217165,-0.315450,-0.074496,-0.175441,0.008779,0.681006,4.641408,1.070804,0.756747,0.619833,0.501689,0.366931,0.293317,0.318585,0.386772,0.400998,0.379930,0.270294,0.370420,Disgust
0.021510,2.994411,-27.596913,2.399434,0.654906,-0.138396,-0.419522,0.056955,0.250165,-0.262783,0.032621,-0.204720,-0.169583,-0.150207,-0.337955,0.019703,0.386080,3.784708,1.167962,0.460192,0.533320,0.395358,0.357572,0.355807,0.280675,0.282479,0.305080,0.275744,0.275120,0.377342,Disgust
0.012024,2.893931,-28.391446,2.198215,0.502860,0.209264,-0.313573,0.079726,0.339269,0.023722,0.088717,-0.095839,-0.174301,-0.146997,-0.335746,0.011554,0.375196,2.893072,0.987677,0.512114,0.375632,0.454362,0.244933,0.368774,0.258962,0.224240,0.275735,0.291036,0.271393,0.267135,Disgust
0.012233,2.870069,-28.847337,1.703211,-0.143704,0.159648,-0.257198,-0.080913,0.243672,-0.218104,-0.087421,-0.311938,-0.292157,-0.186115,-0.239604,0.011183,0.366059,2.606051,0.928516,0.582590,0.460523,0.385517,0.332605,0.224498,0.263389,0.231510,0.274820,0.267407,0.316831,0.295433,Disgust
0.008387,2.832613,-29.945904,2.090952,0.388948,-0.056075,-0.466426,0.131675,0.319179,0.089052,-0.034248,-0.098664,-0.192868,-0.061424,-0.279337,0.011519,0.519239,3.959266,0.984835,0.522759,0.473864,0.487873,0.273081,0.280222,0.283372,0.184571,0.240059,0.316959,0.273784,0.295124,Disgust
0.018487,2.920885,-27.497311,2.369602,0.541710,-0.136316,-0.416349,0.005840,0.129900,0.041073,-0.034133,-0.010369,-0.126898,-0.091730,-0.356763,0.020855,0.399153,4.516897,0.798149,0.792562,0.509133,0.486594,0.295240,0.327235,0.295670,0.276628,0.229024,0.269862,0.322506,0.401113,Disgust
0.010485,2.812369,-27.442922,1.332567,0.191619,0.158734,-0.319464,0.125602,0.097936,-0.000113,0.006553,0.029328,0.079122,0.116094,-0.013629,0.012307,0.524974,3.793761,1.256967,0.831471,0.546861,0.638185,0.351000,0.302452,0.312297,0.290458,0.252772,0.209281,0.210285,0.176573,Disgust
0.015112,2.777599,-27.105591,2.239437,0.999469,0.251917,-0.114437,0.049969,0.086420,0.046585,-0.130506,-0.044685,-0.002844,0.034850,0.063830,0.015765,0.476128,3.281371,0.999699,0.978285,0.587601,0.462182,0.294394,0.322457,0.291977,0.264706,0.297757,0.198061,0.195973,0.192363,Disgust
0.015777,2.829060,-27.400409,1.748335,0.635437,-0.079569,-0.288720,-0.005341,0.126229,0.008488,-0.011796,0.054346,0.021665,0.094580,-0.001866,0.023365,0.475217,3.996915,1.502315,0.897193,0.443751,0.518362,0.285708,0.358163,0.241869,0.329190,0.233616,0.246365,0.238498,0.174272,Disgust
0.014992,2.856067,-27.675355,2.605943,1.003035,0.191343,-0.191862,-0.079603,0.036010,0.079876,-0.129976,-0.011895,-0.021927,0.146642,-0.102088,0.017945,0.397235,3.517237,1.325248,0.737138,0.466087,0.387194,0.405414,0.214191,0.270416,0.245545,0.221094,0.221062,0.197415,0.233153,Disgust
0.025972,2.829193,-26.184218,1.421993,0.958090,-0.085003,-0.381992,-0.032142,-0.081158,0.093862,-0.060345,-0.049254,-0.059495,0.134800,-0.173900,0.021266,0.551133,2.673398,1.495231,0.675837,0.368805,0.497994,0.316224,0.369891,0.262455,0.293051,0.251199,0.210186,0.264865,0.282216,Disgust
0.018322,2.857768,-26.873137,0.955879,-0.042854,-0.079351,-0.750898,0.126393,-0.115946,-0.176341,-0.167420,-0.181761,-0.294992,0.092606,-0.191576,0.019582,0.565571,3.409544,1.204335,0.889566,0.692322,0.474839,0.370668,0.306769,0.305246,0.441096,0.329196,0.471652,0.383492,0.362837,Disgust
0.012252,2.790080,-28.377639,1.051804,0.162611,-0.176683,-0.520206,-0.072894,-0.131962,-0.206387,-0.272037,-0.023808,-0.204054,0.128617,-0.182704,0.016757,0.713294,5.118665,1.176902,0.874316,0.682593,0.514185,0.363897,0.466378,0.351698,0.378326,0.382480,0.419834,0.358694,0.326177,Disgust
0.017582,2.746802,-27.046648,1.543643,0.444894,-0.023236,-0.521865,-0.082764,-0.030484,-0.121941,-0.250290,-0.000251,-0.304527,0.106805,-0.307875,0.019108,0.589261,3.818804,1.108690,0.758153,0.669734,0.469580,0.338393,0.349708,0.329752,0.342726,0.308971,0.324088,0.318216,0.408839,Disgust
0.014341,2.960089,-26.896094,1.562828,-0.033392,0.243433,-0.435717,0.120272,0.031495,0.015543,-0.185247,-0.024222,-0.421445,-0.083541,-0.569517,0.017812,0.421128,3.614283,1.049088,0.799191,0.727229,0.497365,0.363476,0.271407,0.351034,0.252154,0.222215,0.350565,0.336646,0.339109,Disgust
0.006810,2.799600,-29.856297,1.175601,0.250948,-0.122816,-0.495409,0.154088,0.033294,-0.279847,-0.133416,-0.224144,-0.216916,0.017625,-0.324626,0.009906,0.548284,4.627814,1.228931,0.837249,0.481312,0.531850,0.341574,0.333551,0.400873,0.370628,0.328811,0.391475,0.374839,0.372547,Disgust
0.025546,2.958045,-26.461559,1.974939,0.572682,-0.040021,-0.373556,-0.007332,-0.000045,-0.295128,-0.175701,-0.181617,-0.320383,-0.081785,-0.455989,0.028638,0.508249,3.616384,1.381384,0.619582,0.486964,0.412677,0.375537,0.267113,0.292100,0.312330,0.233526,0.355865,0.378872,0.368001,Disgust
0.019639,2.903785,-27.906599,1.535652,0.729079,-0.373214,-0.523034,0.080986,-0.114531,-0.030185,-0.159757,-0.082717,-0.245788,-0.042986,-0.319213,0.023789,0.542604,4.124018,1.246742,0.713712,0.591962,0.582399,0.331717,0.402203,0.317215,0.318836,0.316285,0.376482,0.344010,0.334600,Disgust
0.022049,3.035237,-27.755061,1.460286,0.189024,0.176621,-0.350573,0.065606,0.186386,-0.321660,-0.136726,-0.054050,-0.256128,0.017239,-0.352794,0.021345,0.358135,2.984831,1.299384,0.795144,0.524722,0.382650,0.338109,0.296941,0.356775,0.303155,0.305946,0.330948,0.345089,0.394394,Disgust
0.013514,2.941878,-27.997132,1.606959,0.198549,0.072506,-0.327394,0.083740,0.151993,-0.230778,-0.136090,-0.095923,-0.313521,-0.020724,-0.322676,0.016797,0.434132,3.807681,1.254953,0.743795,0.655332,0.413449,0.337835,0.317009,0.327979,0.305656,0.338568,0.344487,0.303523,0.320844,Disgust
0.010532,2.961324,-29.153396,1.651175,0.509237,-0.332135,-0.446359,0.104303,0.098374,-0.134972,-0.122300,-0.122643,-0.370838,-0.111123,-0.386973,0.016635,0.434287,4.850139,1.212359,0.729488,0.596772,0.478398,0.417753,0.270900,0.324090,0.318857,0.310938,0.386200,0.322949,0.392685,Disgust
0.012886,2.951839,-28.658550,1.770223,0.595451,-0.109367,-0.250091,-0.020868,0.002448,-0.091984,-0.197406,-0.229984,-0.397964,-0.014159,-0.378842,0.018658,0.412793,3.100777,0.972577,0.624647,0.403192,0.318326,0.318079,0.244673,0.347256,0.303046,0.325524,0.323156,0.396198,0.301590,Disgust
0.012036,2.841144,-27.333989,1.438547,0.038944,0.253744,-0.182709,-0.075174,-0.103261,-0.203705,-0.284367,-0.232019,-0.406223,-0.159204,-0.333464,0.016699,0.403263,3.711268,1.148493,0.987801,0.377763,0.490515,0.493367,0.333464,0.406933,0.315040,0.317005,0.440342,0.321358,0.322679,Fear
0.009740,2.708113,-27.263893,1.182661,0.122174,-0.223130,-0.481214,-0.124175,-0.114779,0.050697,-0.126364,-0.181736,-0.174115,-0.121123,-0.145671,0.011389,0.410647,2.261897,1.041001,0.735162,0.381014,0.386605,0.297147,0.295100,0.255591,0.286751,0.232131,0.323645,0.305351,0.274757,Fear
0.013249,2.761377,-28.078983,1.544871,-0.123824,0.083141,-0.090584,0.079700,0.316773,-0.189765,-0.085294,0.000799,-0.239016,0.017398,-0.209992,0.012690,0.384424,1.835026,1.066407,0.741892,0.496448,0.366339,0.302337,0.249170,0.239098,0.232837,0.224189,0.258513,0.259073,0.280564,Fear
0.007732,2.800439,-29.514116,1.532927,0.253235,-0.148617,-0.331766,-0.029986,-0.098674,-0.069999,-0.277910,-0.359623,-0.355214,-0.071349,-0.121461,0.010516,0.482967,4.664249,0.961157,0.982386,0.536854,0.562822,0.418716,0.328562,0.413908,0.447669,0.409739,0.410604,0.406816,0.357483,Fear
0.020323,2.731245,-27.103466,1.528838,-0.280787,0.135637,-0.433479,0.002992,-0.249321,-0.360247,-0.406844,-0.223312,-0.109787,0.141487,0.009616,0.023164,0.658871,4.334640,1.191115,1.112871,0.679797,0.384306,0.394907,0.437010,0.308992,0.400832,0.345684,0.431029,0.385405,0.293401,Fear
0.022755,2.726667,-27.481514,1.856625,0.172758,-0.050155,-0.107720,-0.206066,-0.292134,-0.259393,-0.472345,-0.315486,-0.078755,0.133636,-0.052445,0.039968,0.603411,3.790306,1.027638,1.023249,0.701474,0.453369,0.412053,0.380949,0.293127,0.338733,0.426741,0.513102,0.385361,0.347595,Fear
0.007169,2.770052,-29.271368,1.366222,0.533690,0.129032,0.052047,-0.259069,-0.122697,-0.035070,-0.139615,-0.156546,-0.138461,0.023104,-0.137292,0.015152,0.558788,4.513584,1.151998,0.925144,0.495316,0.423643,0.406985,0.433326,0.312457,0.278559,0.284423,0.375423,0.345755,0.288226,Fear
0.019211,2.797430,-27.352485,1.502666,0.564112,-0.276140,-0.290700,-0.218619,-0.360475,-0.091733,-0.262526,-0.192389,-0.078664,0.110961,0.066542,0.029268,0.521567,2.835648,1.481692,0.520737,0.560940,0.439644,0.340385,0.400497,0.397703,0.464564,0.405583,0.371979,0.299928,0.220844,Fear
0.014562,2.762101,-27.800516,1.757834,0.259775,-0.105749,-0.328331,-0.279671,-0.309430,-0.282784,-0.249481,-0.147033,0.021596,0.097986,-0.116500,0.018165,0.538657,3.491095,1.052351,0.608046,0.435351,0.306908,0.330708,0.359678,0.374178,0.293815,0.310118,0.412975,0.358634,0.221607,Fear
0.021588,2.810993,-27.562038,1.892094,0.454514,-0.194664,-0.273653,-0.276421,-0.350569,-0.186615,-0.237681,-0.143455,-0.138775,0.044336,-0.086671,0.025541,0.510898,3.530920,1.102568,0.736534,0.578004,0.375483,0.371259,0.408621,0.385137,0.382734,0.422338,0.433973,0.351789,0.313840,Fear
0.044858,2.985018,-25.565107,2.383953,0.285274,-0.318936,-0.387063,-0.397116,-0.274190,-0.485950,-0.348516,-0.391987,0.068822,0.056126,0.134455,0.037978,0.348427,3.369505,0.751777,0.549582,0.465626,0.424543,0.234633,0.423340,0.300987,0.345214,0.524159,0.482142,0.366999,0.322600,Fear
0.014761,2.826621,-27.553177,1.135147,0.524329,0.311815,-0.232144,0.196404,0.642751,-0.108929,0.141612,0.122312,0.030475,0.094058,-0.100031,0.016091,0.466524,3.551731,1.282340,0.603634,0.372898,0.484527,0.307059,0.381811,0.250902,0.231365,0.228972,0.181825,0.144475,0.201398,Fear
0.018434,2.771449,-28.449274,1.712163,0.625101,0.110769,-0.238495,-0.037891,0.202627,0.093491,-0.035643,0.038068,0.067042,-0.140537,-0.146003,0.022327,0.287183,5.234808,0.910061,0.749223,0.405055,0.385938,0.320623,0.297467,0.169754,0.286956,0.248595,0.256703,0.222267,0.296116,Fear
0.017895,2.712487,-27.264716,1.668698,0.418628,-0.280136,-0.316135,-0.216945,0.197842,0.090655,-0.089616,-0.158529,-0.042730,-0.211799,-0.298205,0.021604,0.476985,3.941533,1.072413,0.858158,0.465599,0.507879,0.353154,0.358955,0.249041,0.302602,0.325754,0.313470,0.341113,0.316426,Fear
0.021641,3.027994,-25.929789,1.248789,0.893276,0.099743,-0.260678,0.133093,0.207346,-0.152185,0.126745,-0.102028,-0.010856,-0.143706,-0.244455,0.017343,0.313770,2.448438,1.288140,0.505036,0.434644,0.339858,0.331849,0.259195,0.272109,0.301352,0.165395,0.211401,0.252554,0.230824,Fear
0.014268,2.908527,-27.367532,1.783975,0.764406,0.097316,-0.183032,-0.101521,0.492028,-0.015992,0.029303,0.091668,-0.041374,0.181370,-0.077545,0.013335,0.339127,3.804693,1.342404,0.603541,0.403271,0.355224,0.313898,0.326927,0.244039,0.219267,0.204095,0.208928,0.191145,0.150366,Fear
0.015720,2.700098,-29.064476,1.781698,0.198212,0.286129,-0.106888,-0.294228,0.031442,-0.054337,-0.043762,-0.084859,-0.206066,-0.011852,-0.236535,0.018792,0.220137,1.311451,0.950675,0.417006,0.331230,0.202807,0.198138,0.295237,0.202811,0.218655,0.210411,0.216448,0.208407,0.206608,Fear
0.024613,2.888558,-26.124309,1.908400,0.395840,0.261500,-0.071939,-0.146274,0.227168,0.065233,0.051906,0.028242,-0.065900,-0.032781,-0.101451,0.020724,0.436444,3.679094,1.077799,0.613509,0.457777,0.404507,0.358826,0.474852,0.241800,0.287587,0.193940,0.235854,0.268603,0.299431,Fear
0.017243,2.831470,-25.562808,2.211899,0.901695,0.430858,-0.146918,-0.168396,0.473837,0.146412,0.158947,0.112714,0.034964,0.194832,-0.064945,0.016361,0.413301,2.270840,1.203623,0.671803,0.379939,0.363122,0.323095,0.343779,0.275590,0.271322,0.227470,0.217827,0.153910,0.158052,Fear
0.017399,2.700170,-27.380759,1.568836,0.068802,0.215223,0.095780,0.055715,0.176094,0.119087,0.198225,0.109713,0.050573,0.138381,0.035576,0.018748,0.415631,4.318813,1.167068,0.734578,0.514777,0.456395,0.382615,0.336269,0.238677,0.292481,0.246076,0.206121,0.194313,0.163243,Fear
0.014859,2.833531,-27.799276,1.640330,0.338249,0.318876,0.083040,0.032597,0.197503,0.065623,0.150943,0.095733,-0.008698,0.095941,0.033743,0.014046,0.337674,3.946938,1.234830,0.644230,0.401519,0.475023,0.328654,0.278353,0.232565,0.270592,0.263590,0.205071,0.190382,0.180945,Fear
0.011095,2.951042,-28.150351,1.936501,-0.033313,0.305852,-0.118757,-0.110065,0.174325,-0.019889,-0.094411,0.133596,-0.167030,0.248929,-0.039471,0.015134,0.313579,4.536745,1.073116,1.074153,0.348662,0.459053,0.271062,0.335875,0.251947,0.285596,0.249248,0.239755,0.201327,0.162584,Fear
0.016238,2.739064,-27.544785,1.875826,0.362889,0.012752,-0.112748,-0.052290,0.106185,0.168079,0.068326,0.032924,-0.141874,-0.003080,-0.165132,0.019595,0.506299,3.878141,1.269278,0.899304,0.454515,0.478782,0.300790,0.346406,0.246983,0.267494,0.206009,0.241979,0.249603,0.300589,Fear
0.019149,2.838281,-27.282742,2.005526,0.311483,0.097354,-0.114432,-0.228478,0.076875,0.061030,-0.009581,0.026394,-0.326897,-0.122517,-0.252251,0.025849,0.420441,4.304938,1.011281,0.784801,0.413073,0.377306,0.439803,0.390253,0.297494,0.255986,0.308027,0.387588,0.357294,0.348000,Fear
0.014959,2.745775,-26.350759,1.992426,0.783621,0.196977,-0.284454,0.001163,-0.059112,0.157854,0.107709,-0.071633,-0.120228,0.036967,-0.010885,0.016210,0.540048,2.871202,1.406139,0.746824,0.514825,0.499485,0.282687,0.344316,0.267603,0.281908,0.272838,0.236310,0.279225,0.228355,Fear
0.015787,2.665045,-26.675256,2.296753,0.100753,0.204100,0.145719,-0.051844,0.109259,0.071445,0.127421,0.096193,-0.111611,0.050075,-0.063682,0.017351,0.488206,3.601272,1.153283,0.820089,0.534877,0.425402,0.356404,0.335819,0.219214,0.277456,0.249309,0.193493,0.250538,0.176232,Fear
0.012176,2.670231,-28.301786,2.269743,0.544402,0.226050,-0.091984,-0.079157,0.105598,0.177863,0.056920,0.076923,-0.045679,0.134605,-0.022058,0.015976,0.550431,4.584929,1.030720,0.774218,0.476050,0.364727,0.347033,0.352275,0.272221,0.286444,0.216819,0.184707,0.164969,0.170097,Fear
0.019505,2.834871,-27.800245,2.422022,0.750132,0.221770,0.031101,0.043906,0.113847,0.146842,0.095144,0.175875,-0.034811,0.173379,0.036949,0.020091,0.408767,3.917640,1.011246,0.725588,0.411195,0.334063,0.349691,0.304756,0.234828,0.282502,0.175253,0.182170,0.175112,0.147578,Fear
0.020691,2.880029,-28.265397,2.282532,0.655302,0.206164,0.050782,0.014129,0.088598,0.126219,0.124318,0.096964,-0.014934,0.129517,-0.025709,0.023830,0.409358,4.127090,0.933150,0.741969,0.417019,0.341554,0.363865,0.295355,0.284595,0.227464,0.195917,0.207425,0.163115,0.184945,Fear
0.017737,2.753217,-26.093357,2.085307,0.289630,0.054419,0.110760,-0.082602,0.101303,0.186294,0.047008,0.190754,-0.056100,0.075608,-0.121464,0.020781,0.435150,3.148852,0.577538,0.940715,0.739379,0.338105,0.377501,0.337506,0.254436,0.224656,0.183397,0.255700,0.203052,0.177726,Fear
0.008734,2.744591,-28.228132,1.483226,0.326174,-0.132026,0.005717,0.000907,0.195239,0.155104,0.133220,0.068677,-0.057958,0.035572,-0.128249,0.012407,0.472324,3.270935,1.082459,0.870986,0.407115,0.347529,0.320647,0.341257,0.252633,0.217975,0.242369,0.201385,0.275717,0.217241,Fear
0.014423,2.734601,-26.016647,1.854928,0.139274,-0.147967,0.042391,-0.097961,0.215420,-0.064197,0.029766,0.174483,-0.077267,0.158477,-0.098647,0.016284,0.465999,2.881341,1.202843,0.876993,0.429890,0.379478,0.439276,0.365316,0.280716,0.242770,0.260421,0.226748,0.236248,0.144791,Fear
0.011669,2.638844,-26.032475,2.251158,0.366102,0.108667,0.246722,-0.048877,0.275505,-0.013822,0.025670,0.044477,-0.140915,0.103649,0.009324,0.010045,0.477171,2.283424,0.927844,0.838646,0.469724,0.358801,0.382387,0.363415,0.302130,0.272681,0.261956,0.244711,0.286141,0.146609,Fear
0.006396,2.711460,-28.139807,2.429707,0.449778,-0.218544,0.152932,-0.060190,-0.007730,0.058048,0.031907,0.190180,0.000149,0.076989,-0.072423,0.007234,0.488507,3.933740,0.892738,0.877796,0.585368,0.341508,0.316556,0.352311,0.279944,0.258258,0.246144,0.181597,0.192627,0.175295,Fear
0.013119,2.736529,-26.403954,1.782124,0.421566,-0.322150,-0.047712,-0.088313,-0.048328,0.021496,0.009272,0.135762,-0.186715,-0.050250,-0.357836,0.017282,0.499794,3.408622,0.946457,0.969930,0.513299,0.408410,0.363421,0.367420,0.264930,0.241139,0.238886,0.255788,0.208376,0.316075,Fear
0.008027,2.739677,-27.780545,1.271170,0.159185,0.027130,-0.164191,-0.306277,-0.245441,-0.104982,-0.286066,-0.267967,-0.024572,-0.072637,-0.010100,0.008654,0.538324,3.838457,1.224197,0.705571,0.573360,0.259760,0.557859,0.393643,0.436329,0.371526,0.400988,0.405632,0.333685,0.300387,Fear
0.012496,2.658729,-27.974949,1.989859,0.509951,0.129564,-0.033451,-0.089437,0.270610,0.194236,-0.095156,-0.031419,-0.113767,0.038639,-0.274727,0.019144,0.564958,3.198508,0.884835,0.664123,0.574847,0.330246,0.310725,0.332277,0.271183,0.188017,0.235408,0.331113,0.354132,0.365775,Fear
0.018253,2.955796,-26.379035,1.999152,0.193262,0.152447,-0.185526,-0.135394,-0.004453,-0.294559,-0.171161,-0.416025,-0.317199,-0.125061,-0.159470,0.014787,0.299951,3.692635,1.086555,0.611418,0.630780,0.311715,0.305260,0.260605,0.383871,0.347634,0.418047,0.287055,0.185405,0.382734,Fear
0.033663,2.860063,-26.154493,2.106885,0.385230,0.088940,-0.266043,-0.056634,0.127662,0.103017,0.072783,-0.237997,-0.247038,-0.272454,-0.393852,0.031163,0.488225,2.774154,1.311146,0.573805,0.474294,0.418957,0.377622,0.317821,0.260826,0.253339,0.273343,0.332367,0.274369,0.428046,Fear
0.032848,2.876532,-26.339074,2.117252,0.444637,-0.180760,-0.348170,-0.098909,-0.094772,-0.155016,-0.333921,-0.270279,-0.161212,-0.012645,-0.078171,0.030403,0.466278,3.012399,0.889686,0.687764,0.473322,0.316818,0.341473,0.336847,0.347084,0.296684,0.353480,0.331567,0.297944,0.230977,Fear
0.019804,2.853834,-26.956810,2.135997,0.244135,0.371100,-0.359337,-0.101832,0.041983,-0.215004,-0.159515,-0.248638,-0.254630,-0.146270,-0.216648,0.020001,0.370934,1.935189,0.904369,0.636047,0.545029,0.431787,0.421028,0.313443,0.340050,0.303122,0.277881,0.348929,0.272560,0.294443,Fear
0.031861,2.925488,-26.739360,1.815530,0.558162,0.079597,-0.090798,-0.150232,-0.094157,-0.115928,-0.165126,-0.168705,-0.264003,-0.121526,-0.234902,0.031886,0.326275,3.490742,0.956217,0.435239,0.437928,0.305498,0.346709,0.269086,0.299525,0.343248,0.287892,0.351605,0.296103,0.330924,Fear
0.019430,2.886001,-27.287957,1.448240,0.144045,0.126852,-0.303763,0.074492,0.324637,-0.312443,-0.091363,-0.379734,-0.135472,-0.106462,-0.121427,0.026392,0.465432,3.650199,1.090336,0.753853,0.430894,0.454448,0.307692,0.336885,0.304253,0.284176,0.277780,0.367478,0.214050,0.347117,Fear
